35,'Comedy'
878,'Science Fiction'
14,'Fantasy'
18,'Drama'
12,'Adventure'
10749,'Romance'
10751,'Family'
28,'Action'
10752,'War'
53,'Thriller'
80,'Crime'
27,'Horror'
9648,'Mystery'
16,'Animation'
10402,'Music'
36,'History'
